anime_id,Name,Genres,prediction
"(Source: FUNimation)\"",TV,Finished Airing,0
31807,Sugio: Mori de Koi wo Shite,Comedy,0
31810,Amakano,Hentai,1
"(Source: VNDB)\"",OVA,Finished Airing,0
31812,Kuroshitsuji Movie: Book of the Atlantic,"Action, Comedy, Mystery, Supernatural",1
Grim reapers begin to appear on the ship,and it becomes apparent that the ship is about to be overrun with the undead as a devious plan is put into motion. Ciel and Sebastian must now uncover the secrets that lie behind the Aurora Society's phoenix symbol,1.0,0
31815,"Kono Danshi, Mahou ga Oshigoto desu.","Boys Love, Fantasy",1
31821,Arslan Senki (TV): Fuujin Ranbu,"Action, Adventure, Drama, Fantasy",1
As Arslan returns to Peshawar,Prince Hermes takes a slight detour from his clash against his cousin to search for the legendary sword Rukhnabad,prompting the masked warrior to give chase. Meanwhile in Ecbatana,0
As the separate sides of the Parsian royal conflict clash,Arslan's right to the throne falls under attack. But no matter the obstacles in their way,"Jul 3, 2016 to Aug 21, 2016",0
31827,Comet Lucifer: Garden Indigo no Shasou kara,"Adventure, Comedy, Fantasy",0
31829,Sinbad: Mahou no Lamp to Ugoku Shima,Adventure,1
"(Source: ANN)\"",Movie,Finished Airing,0
31830,Lilac (Bombs Jun Togawa),UNKNOWN,0
31831,Fantasy,UNKNOWN,0
31832,Zawazawa,UNKNOWN,0
31833,Metamorphose,UNKNOWN,0
31834,Mormorando,UNKNOWN,0
31838,Ze Tian Ji,"Action, Adventure, Fantasy",0
There were mysterious totems carved upon the meteor,and people gathered around it wanting to discover its usage. They discovered the Way,,0
Several thousand years later,the fourteen years old orphan Chen Chang Shang left his master to cure his illness and change his fate. He brought a piece of marriage vow with him to the capital,,0
"(Source: Binggo&amp;Corp)\"",ONA,Finished Airing,0
31845,Masou Gakuen HxH,"Action, Comedy, Fantasy, Romance, Sci-Fi, Ecchi",1
"(Source: MangaHelpers)\"",TV,Finished Airing,0
31846,Puzzle & Dragons CM,UNKNOWN,0
"(Source: Crunchyroll)\"",ONA,Finished Airing,0
31848,Ojisan to Marshmallow,"Comedy, Slice of Life",1
Little does Habahiro know that she is trying to seduce him into a romantic relationship with her. The way to a man's heart is through his stomach,right? At least this is what Iori would honestly like to believe. With a bag in hand,12.0,0
31851,Dog Days'': Limone Resort Tenbou Onsen!,"Fantasy, Ecchi",0
31853,Biohazard: Vendetta,"Action, Horror, Sci-Fi",0
"(Source: IMDB)\"",Movie,Finished Airing,0
31859,Hai to Gensou no Grimgar,"Action, Adventure, Drama, Fantasy",1
When all of the stronger candidates join together,those left behind must create a party together to survive: Manato,a shy mage; Moguzo,0
"It is now up to this ragtag group of unlikely fighters to survive together in a world where life and death are separated only by a fine line.\"",TV,Finished Airing,0
31861,Tenchi Muyou! Ryououki 4th Season,"Action, Comedy, Sci-Fi",1
31865,Kare Baka: Wagahai no Kare wa Baka de R,"Comedy, Romance",0
"(Source: ANN)\"",ONA,Finished Airing,0
31866,Last Exile: Ginyoku no Fam Movie - Over the Wishes,"Action, Adventure, Sci-Fi",0
The Sky Pirate Fam and Millia (the princess who Fam rescued as her Turan Kingdom faced devastation) wage a battle against the Ades Federation that reduced Turan to ashes,and aim to establish a revived Turan Kingdom.,,0
"(Source: ANN)\"",Movie,Finished Airing,0
31867,Shoujo-tachi wa Kouya wo Mezasu: Iubeki Monokashira,UNKNOWN,1
Buntarou doesn't know anything about gal games,but Sayuki claims that she has the ability to make it a success. Can they make the game and will it be a success like she claims it will be? This is the story of youths taking a daring step into the unknown...,,0
"(Source: Otaku Lair)\"",OVA,Finished Airing,0
31868,Bug tte Honey: Megarom Shoujo Mai 4622,"Adventure, Comedy",0
31872,Yukidaruma Kazoku,UNKNOWN,0
31873,Kuro,UNKNOWN,0
31874,2002-nen Halmeoni Ondo,UNKNOWN,0
31878,Mukashi Toilet ga Kowakatta!,UNKNOWN,0
31880,B Who I Want 2 B,UNKNOWN,0
31882,Bokura Machi Bouzu!,UNKNOWN,0
31883,Bakuon!! OVA,"Slice of Life, Sports",0
31884,Mahoutsukai Precure!,"Action, Fantasy",1
As if by fate,the appearance of strange villains forces Mirai and Liko to join hands. In doing so,TV,0
31885,Majuu Jouka Shoujo Utea,Hentai,0
31886,Dropout,Hentai,1
At the top of his school,"Ryouta Niimi is awarded with the best dropout Japan has to offer. His new \"\"study partner\"\" is Reika Shichijou","end up in this humiliating and subservient role—and why is she enjoying it so much?\"",0
31890,Nurse Witch Komugi-chan R,Comedy,0
Komugi Yoshida is a somewhat clumsy second-year middle-school student whose strong point is her spiritedness. She performs as an idol like Kokona Saionji (her classmate and close friend) and Tsubasa Kisaragi (an idol who dresses in male clothing). However,unlike Kokona whose popularity is skyrocketing and Tsubasa with her charisma in male attire,,0
One day,a mysterious injured creature named Usa-P appears before Komugi. Komugi gives Usa-P medical treatment,,0
Having become a reluctant Legendary Girl,Komugi battles strange masked figures who suddenly appear! As a newly deemed Magical Nurse,and more also appear to make it a three-way battle!? Can Komugi handle the three roles of middle school girl,1
"(Source: ANN)\"",TV,Finished Airing,0
31892,The Legend of Huainanzi,"Adventure, Fantasy",1
A hundred years later,a young man,,0
In his adventure,Hong Lie and his loyal friends,and witnessed all the weird things happening among ordinary people. Warmth and coldness,0
"(Source: Wikipedia)\"",TV,Finished Airing,0
31893,The Legend of Huainanzi 2nd Season,"Adventure, Fantasy",0
31894,"\"The iDOLM@STER Million Live! \"\"Dreaming!\"\" Animation PV\"",UNKNOWN,0
31898,Robocar Poli,Comedy,1
Robocar Poli is aimed at small children,and has a charming cast of characters composed of rescue vehicles that can transform into humanoid robots. Aimed at teaching children about safety rules,"Feb 28, 2011 to Jul 12, 2011",0
31903,Isobe Isobee Monogatari: Ukiyo wa Tsurai yo (2015),Comedy,1
"(Source: MangaHelpers)\"",ONA,Finished Airing,0
31904,Big Order (TV),Action,1
Now,Eiji is a high school student whose only concern is his sick sister. He does not remember what he wished for; all that he remembers is that his wish caused the Great Destruction. In the years since that event,TV,0
31908,"Ai think so,",UNKNOWN,0
31909,Wakaba*Girl: Onsen Tsukaritai,"Comedy, Slice of Life",0
31911,Pokemon Fushigi no Dungeon: Magnagate to Mugendai Meikyuu,"Adventure, Fantasy",1
"(Source: Bulbapedia)\"",ONA,Finished Airing,0
31912,Shinsetsu Kachikachi Yama,"Action, Fantasy",0
31914,Shoujo-tachi wa Kouya wo Mezasu,UNKNOWN,0
Buntarou Hojo is a high school student who has a talent for writing,but no real direction in life or any plans for the future. His classmate,,0
When Buntarou is cornered in the men's bathroom at school by Sayuki,he is surprised when he is asked out on what he thinks is a date,"or life itself along the way?\"",0
31918,Owaranai Seraph: Nagoya-hen,Comedy,0
31919,PriPara Movie: Mi~nna no Akogare♪ Let's Go☆Prix Paris,Slice of Life,1
"(Source: ANN)\"",Movie,Finished Airing,0
31923,Mini Hama: Minimum Hamatora Movies,"Comedy, Mystery",0
31924,Monchhichiisu,UNKNOWN,0
"(Source: ANN)\"",TV,Finished Airing,0
31925,White Tree,Romance,0
31926,Kashikokimono,Avant Garde,0
31927,Phantom of the Kill: Zero kara no Hangyaku,"Action, Adventure, Fantasy",1
Naoyoshi Shiotani (Psycho-Pass,Blood-C: The Last Dark) will direct the concept film at Production I.G,,0
"Fuji &amp; Gumi Games' strategy drama RPG follows mysterious girls who carry the names of legendary weapons (such as \"\"Masamune\"\") as they search for their lost memories. The game allows players to collect characters and weapons",and enter dungeons to engage in turn-based tactical battles.,,0
"(Source: ANN)\"",Movie,Finished Airing,0
31931,Full Metal Panic! Invisible Victory,Action,1
Kaname and Sousuke's battle against Amalgam starts right in their own neighborhood,which eventually takes them on a hunt around the world. From the exotic lands of Laos to the barren Mexican coast,as well as strategic plots,0
31933,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,"Action, Adventure, Supernatural",1
Along with the mild-mannered Kouichi Hirose and the boisterous Okuyasu Nijimura,the group dedicates themselves to investigating recent disappearances and other suspicious occurrences within Morioh. Aided by the power of Stands,TV,0
31941,Alice in Dreamland,"Adventure, Avant Garde, Fantasy",1
"(Source: thestreamable)\"",Movie,Finished Airing,0
31942,Shooting Hero,Sports,0
31948,Sora no Arawashi,"Action, Drama",0
31952,Kono Bijutsu-bu ni wa Mondai ga Aru!,"Comedy, Romance",1
Light-hearted and comedic in tone,Kono Bijutsubu ni wa Mondai ga Aru! follows Usami as she struggles to do art club-like activities,"Jul 8, 2016 to Sep 23, 2016",0
31953,New Game!,Comedy,1
In their department are people who share the same passion for games. There is Yun Iijima,whose specialty is designing monsters; the shy Hifumi Takimoto,the game director who brings her cat to work; and Umiko Ahagon,0
New Game! follows Aoba and the others on their adventure through the ups and downs of game making,"from making the perfect character design to fixing all the errors that will inevitably accumulate in the process.\"",summer 2016,0
31964,Boku no Hero Academia,Action,0
Since he was a child,the ambitious middle schooler has wanted nothing more than to be a hero. Izuku's unfair fate leaves him admiring heroes and taking notes on them whenever he can. But it seems that his persistence has borne some fruit: Izuku meets the number one hero and his personal idol,,0
Enduring many months of grueling training,Izuku enrolls in UA High,TV,0
31965,Ba La La Xiao Mo Xian: Qiji Wubu,Comedy,1
(Source: Mahou Shoujo Wikia,"edited)\"",spring 2013,0
31966,Sword Gai,"Action, Supernatural",0
The story revolves around Gai,who was born beside a woman who met her death in a forest. He was adopted by the swordsmith Amon. A few years later,Amon crushes the demon sword Shiryū (lit. Death Dragon) to form it into his replacement right arm. He then is able to fuse with the weapon on his arm,0
"(Source: ANN)\"",ONA,Finished Airing,0
31967,Dog Days'': Gravure Talk,"Comedy, Fantasy, Ecchi",0
31971,Ojiichan ga Nokoshite Kureta Mono: Moetemo Moenai? Moenikui!,Slice of Life,0
31972,Tang Lang Bu Chan,UNKNOWN,0
31973,Kidou Senshi Gundam Thunderbolt,"Action, Drama, Sci-Fi",1
But when Io gets a hold of a prototype Gundam,Daryl will have to make a sacrifice in order to obtain enough power to crush his enemy and ensure that Zeon is victorious,"Dec 25, 2015 to Apr 22, 2016",0
31977,Hanabi,"Drama, Romance, Slice of Life",0
31978,Crayon Shin-chan Movie 24: Bakusui! Yumemi World Dai Totsugeki,Comedy,1
"(Source: Manabu Tsuribe)\"",Movie,Finished Airing,0
31980,Okusama ga Seitokaichou! Seitokaichou to Ofuro Asobi,"Comedy, Romance, Ecchi",0
31984,Lupin Shanshei Pilot,Comedy,2
31988,Hibike! Euphonium 2,Drama,1
Kumiko Oumae and her friends remain determined to attain gold at the Kansai competition,but trouble arises when a student who once quit the band shows interest in rejoining and sparks unpleasant memories for the second-year members. Kumiko also learns about her teacher's surprising past and the motivation behind his desire to lead the band to victory. Reaching nationals will require hard work,"Oct 6, 2016 to Dec 29, 2016",0
31989,Hibike! Euphonium Movie 1: Kitauji Koukou Suisougaku-bu e Youkoso,UNKNOWN,1
However,in the band itself,Movie,0
31994,Yami Shibai 3,"Avant Garde, Horror, Supernatural",1
These tales and more are compiled in Yami Shibai 3. Presented in an art style similar to kamishibai storytelling,"this horror series stays true to the gruesome and creepy trend that is prominent in Yami Shibai and Yami Shibai 2nd Season.\"",winter 2016,0
31995,Kowaremono The Animation,Hentai,0
A man's wife left him for another man,leaving him and her own daughter,,0
"(Source: AniDB)\"",OVA,Finished Airing,0
31997,Hetalia: The World Twinkle Extra Disc,Comedy,1
32005,Detective Conan Movie 20: The Darkest Nightmare,"Action, Mystery",1
The next day,Conan and his friends go to a newly-remodeled aquarium in Tokyo. Under the main attraction,,0
But the woman is in a state of amnesia where she doesn't even remember her own name,and the cellphone she's carrying is broken. Conan and his friends promise to help her regain her memory,,0
Throughout all this,Vermouth is watching behind the scenes. Afterwards,Movie,0
32010,"Eikoku Ikka, Nihon wo Taberu: English Ikka, Shougatsu wo Taberu","Comedy, Gourmet, Slice of Life",0
32011,Hakuouki: Otogisoushi,Fantasy,0
32013,Oshiete! Galko-chan,"Comedy, Slice of Life",1
Oshiete! Galko-chan is a lighthearted and humorous look at three very different girls and their frank conversations about themselves and everyday life. No topic is too safe or too sensitive for them to joke about—even though every so often,"Galko seems to get a bit embarrassed by their discussions!\"",winter 2016,0
32014,Shimajirou no Wow! Movie 4: Shimajirou to Ehon no Kuni,"Action, Comedy, Fantasy",5
32015,Ajin OVA,"Action, Horror, Mystery, Supernatural",0
32016,Secret Journey,"Comedy, Fantasy, Supernatural, Hentai",0
"Based on \"\"Journey to the West\"\".",,,0
"(Source: MU)\"",OVA,Finished Airing,0
32023,Bubuki Buranki,"Action, Drama, Sci-Fi",1
After escaping,Azuma learns that he too has the power to control Bubuki. Together with his new companions,TV,0
32026,Osomatsu-san Special,Comedy,0
32030,MEMORiES MELODiES,UNKNOWN,0
32031,Leopard Eyes,UNKNOWN,0
32032,Seikaisuru Kado,Sci-Fi,0
As Japanese authorities attempt to identify the cube's properties and origins,Shindou encounters an otherworldly entity known as Yaha-kui zaShunina,,0
Hailing from a higher dimensional universe known as Novo,Yaha-kui zaShunina is able to transfer information between Novo and Shindou's universe through a cube called Kado. Despite having these unfathomable abilities,12.0,0
32034,Soukyuu no Fafner: Dead Aggressor - Exodus Special,"Action, Drama, Sci-Fi",0
32038,Show By Rock!! #,Comedy,1
However,the path there is long and tough,,0
Gonna be a music millionaire!,,,0
"(Source: Sanrio)\"",TV,Finished Airing,0
32039,Show By Rock!! Short!!,Comedy,0
32041,Mori no Densetsu: Dai Ni Gakushou,Fantasy,0
32051,One Piece: Adventure of Nebulandia,"Action, Adventure, Fantasy",0
32058,Four Seasons: Fuuka to Nanami,UNKNOWN,0
"(Source: Official Site)\"",ONA,Finished Airing,0
32059,Master of Torque 3,"Action, Sci-Fi",0
32063,Kyonyuu Hitozuma Onna Kyoushi Saimin,Hentai,1
Morishita has good grades,but on a class where everyone is an excellent student,but he had someone to help him,0
However,she suddenly announced her marriage,,0
His stress was bigger than ever,now that her admired Miwa was going to be another's man woman and his grades are the lowest. At that moment,,0
"(Source: VNDB)\"",OVA,Finished Airing,0
32065,Kimi no Sumu Machi,Comedy,0
32071,Gantz:O,"Action, Drama, Horror, Sci-Fi",1
On his way home to celebrate his younger brother's birthday,brave and kind-hearted student named Masaru Katou is stabbed to death. He awakes in a small room with a cityscape view in the heart of Tokyo—and he is not alone. To his surprise,,0
Accompanied by the aged Yoshikazu Suzuki,the stunning idol Reika Shimohira,1.0,0
32073,Otoshidama,UNKNOWN,0
32074,Sowa Sowa Calendar,UNKNOWN,0
32083,Luck & Logic,"Action, Fantasy",0
After overloading his powers two years prior,Yoshichika Tsurugi has lost the ability to use Logic in combat,allowing him to become a Logicalist once again. Soon after,0
32084,"Watashitachi, Luck Logic-bu!",Comedy,0
"(Source: MAL News)\"",TV,Finished Airing,0
32086,Blame! Movie,"Action, Drama, Sci-Fi",1
Despite his heroic intervention,Zuru is hesitant to trust Killy and questions his motives. He reveals to have come from thousands of levels below the city in order to find humans possessing the Net Terminal Genes—a trait that would allow humans to regain control of their civilization and shut down the Safeguard. After hearing his story,"May 20, 2017",0
32087,Osomatsu-kun (1988): Appare! Chibita no Onitaiji zansu,Comedy,0
32088,Osomatsu-kun: Iyami wa Hitori Kaze no Naka,Comedy,0
32092,Juicy Jungle,Sci-Fi,0
32093,Tanaka-kun wa Itsumo Kedaruge,Slice of Life,1
32094,Reikenzan: Hoshikuzu-tachi no Utage,"Comedy, Fantasy",1
Twelve years later,as the memories of the event have faded from people's minds,despite her elegant appearance,0
"Reikenzan: Hoshikuzu-tachi no Utage follows the story of Ouriku as he journeys through these trials to become a powerful sage.\"",TV,Finished Airing,0
32105,Sousei no Onmyouji,"Action, Fantasy, Romance",0
But the impurities of Magano do not rest. When these two exorcists witness a couple of children stolen by a Kegare,Benio rushes to save them,,0
"Sousei no Onmyouji tells the story of two talented exorcists who are destined to become the \"\"Twin Star Exorcists\"\" and the prophesised parents of the Miko—the reincarnation of Abe no Seimei—who will cleanse the world of all impurities.\"",TV,Finished Airing,0
32107,Itoshi no Muco OVA,"Comedy, Slice of Life",0
"(Source: ANN)\"",OVA,Finished Airing,0
32108,Digimon Adventure tri. 2: Ketsui,"Action, Adventure, Comedy, Drama",1
Mimi Tachikawa,having recently returned to Japan after living in the United States for years,"causing his partner Gomamon to run away. Mimi and Jou's individual actions cause friction within the group even as the threat of infected Digimon still looms over them. Will the two resolve their personal conflicts in time to help their friends fight off the latest threat?\"",1
32122,Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue,"Action, Comedy",0
32133,Kemushi no Boro,UNKNOWN,1
32136,Narara Superboard,"Action, Adventure, Comedy",1
"(Source: AniDB)\"",TV,Finished Airing,0
32139,DušaN,Avant Garde,0
32142,Takemoto Denki x Peeping Life,"Comedy, Slice of Life",0
32143,Peeping Life x Kaijuu Sakaba Kaiji: Kaijuu-tachi ga Iru Tokoro,"Comedy, Slice of Life, Supernatural",0
"This Peeping Life collaboration was in honor of Kaijuu Sakaba's grand re-opening in Kawasaki and opening of a second tavern in Osaka and focuses on the kaijuu's daily lives outside of fighting Ultraman.\"",OVA,Finished Airing,0
32144,Toshi Souzou Gakubu Shoukai,Slice of Life,1
"(Source: ANN)\"",ONA,Finished Airing,0
32145,Peeping Life: The Perfect Extension Specials,"Comedy, Slice of Life",0
32146,Peeping Life: TV Asahi Josei Announcer Collab,"Comedy, Slice of Life",0
32147,Peeping Life x Kids Station,"Comedy, Slice of Life",0
32148,PS3® no Tsukai Kata: feat.Peeping Life,"Comedy, Slice of Life",0
32149,Tatsunoko Pro x Peeping Life,"Comedy, Slice of Life",0
32150,Ai to Shi,Action,0
32151,Senki Zesshou Symphogear GX: Senki Zesshou Shinai Symphogear,"Comedy, Sci-Fi, Slice of Life",0
32152,Closers: Side Blacklambs,Fantasy,0
Mysterious dimensional gates opened all over the planet and unleashed a worldwide invasion of dimensional monsters. No monsters and tactics had any effect on the waves of dimensional monsters pouring out of the dimensional gates. City after city was mercilessly destroyed.,,,0
But the opening of the dimensional gates did not only cause damage and destruction. The psychokinetic power that it awoke also enabled a tiny minority of humans to gain extraordinary psychic powers. With these psychic warriors,governments around the world were able to turn the tide of the war with these monsters. After unspeakable losses,,0
With the dimensional monsters vanquished,peace returned to the world,they researched the psychokinetic power in all over the world,0
And that's when the dimensional gates all over the world started shaking again - as ever stronger outbreed creatures renewed the attack on earth.,,,0
"(Source: Wikipedia)\"",ONA,Finished Airing,0
32153,Mahou Shoujo Madoka★Magica: Concept Movie,"Drama, Suspense",0
32158,Kidou Senshi Gundam-san (Movie),Comedy,0
"(Source: ANN)\"",Movie,Finished Airing,0
32160,Precure All Stars Movie: Minna de Utau♪ - Kiseki no Mahou,"Action, Comedy, Fantasy",1
"(Source: ANN)\"",Movie,Finished Airing,0
32166,Obaachan no Takaramono,UNKNOWN,0
32167,Tenkousei wa Uchuujin,UNKNOWN,0
32171,Ange Vierge,"Adventure, Fantasy",0
"(Source: ANN)\"",TV,Finished Airing,0
32174,"The iDOLM@STER Cinderella Girls: Anytime, Anywhere with Cinderella.","Comedy, Drama",0
32175,Shounen Maid,Slice of Life,1
Shounen Maid is a lighthearted comedy that follows Chihiro as he finds himself dressed in a frilly uniform (handmade by his uncle),receiving a salary,"Apr 8, 2016 to Jul 1, 2016",0
32182,Mob Psycho 100,"Action, Comedy, Supernatural",0
In order to effectuate control on his skills,Mob enlists himself under the wing of Arataka Reigen,monotonous life. However,0
32188,Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,"Sci-Fi, Suspense",1
Okabe's close friend Mayuri Shiina perceives him to be recovering from his trauma and is visibly happy. However,"something still seems to be bothering Okabe. Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero marks the beginning of a critical divergence—a timeline in which the burden of fate escalates beyond one's limits.\"",UNKNOWN,0
32189,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,"Action, Horror, Mystery",1
The matter at hand only escalates when the organization's supposedly impenetrable security is hacked into by a familiar face: Monokuma. Much to Naegi's horror,the mechanical bear immediately announces the beginning of a new killing game,,0
Naegi,the Super High School-Level Lucky Student,TV,0
32190,Omoi no Kakera,"Slice of Life, Sports",1
"(Source: Fukushima Gainax)\"",Special,Finished Airing,0
32191,Okitegami Kyouko no Bibouroku x Monogatari,Supernatural,0
32195,Junjou Shoujo Et Cetera Specials,Hentai,0
32197,Kaijuu Sakaba Kanpai! Specials,Comedy,0
32202,Kimi ni Maji Kyun!,"Fantasy, Romance",0
32212,Ensemble Stars!,UNKNOWN,1
The academy holds Dream Idol Festivals—stage battles that put its students' singing and dancing skills against each other,"with the audience voting on the winner. Winning these \"\"DreFes\"\" guarantees the members of the idol unit various privileges and prestige. However",TV,0
32214,Koukaku no Pandora,"Action, Comedy, Sci-Fi, Ecchi",1
Working together,the two unlikely companions go on various missions—from saving children in shopping mall fires to fighting reckless thieves—all in the name of world peace. But to achieve this goal is not easy. B.U.E.R,as well as genius inventor,0
Burdened with saving the world and keeping B.U.E.R from the hands of evil,Nene and Clarion's desire for world peace seems like a pipe dream. With this monumental goal,"Jan 8, 2016 to Mar 25, 2016",0
32215,High School DxD BorN: Yomigaeranai Fushichou,"Action, Comedy, Romance, Ecchi",0
32218,Choujikuu Seiki Orguss Memorial,"Action, Adventure, Romance, Sci-Fi",0
32219,Raldessia Chronicles,"Action, Adventure",0
32221,Robocar Poli 2,UNKNOWN,1
"(Source: AniDB)\"",TV,Finished Airing,0
32222,Youkai Watch Movie 3: Soratobu Kujira to Double Sekai no Daibouken da Nyan!,"Comedy, Supernatural",1
"(Source: IMDb)\"",Movie,Finished Airing,0
32224,Mako-chan no Koutsuu Anzen,Drama,0
32225,Onpu,UNKNOWN,0
32226,Shuugou no Kangae,Avant Garde,0
32227,Inemuri Buu-chan,UNKNOWN,0
32228,Teekyuu 7,Comedy,0
32229,Ojiichan no Komoriuta,UNKNOWN,0
32230,Xi You Ji,"Adventure, Fantasy",1
"(Source: Wikipedia)\"",TV,Finished Airing,0
32233,Micchiri Neko March,UNKNOWN,0
32237,Burutabu-chan,"Comedy, Fantasy",0
32238,"Watashi wa, Kairaku Izonshou",Hentai,0
32239,Shinsei: Futanari Idol - Dekatama-kei!,Hentai,0
"Riko: \"\"I want to be the top of the tops! Watch me become idol queen!\"\"",,,0
"Mizuho: \"\"It's a true privilege to work hard bringing pleasure to all my beloved fans.\"\"",,,0
"Two glimmering pop tarts with wangs in their ever-wet panties go further every day to meet the skyrocketing demands of their fans...\"",OVA,Finished Airing,0
32240,Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku kara Picture Drama,"Comedy, Ecchi",0
32245,Kuromukuro,"Action, Sci-Fi",1
Yukina Shirahane,a reserved high school girl,a young samurai from the Sengoku era.,0
As a threat approaches from outer space,Yukina,TV,0
32247,Tekkon Kinkreet Pilot,"Action, Adventure, Supernatural",1
"(Source: ANN)\"",Special,Finished Airing,0
32248,Masamune Datenicle,Action,1
"The anime will be the first in the city's \"\"Kirari na Wonder Project\"\" (Twinkling Wonder Project)",which aims to highlight tourist attractions and the appeal of the region.,,0
Gainax's newly founded Fukushima studio will work on the anime,and will complete it at the end of March. The anime will have a private screening in April and will also screen in anime events and be posted online.,,0
"(Source: ANN)\"",ONA,Finished Airing,0
32251,Mirai e no Kakehashi: Bridge for Future,Slice of Life,0
"(Source: Crunchyroll)\"",ONA,Finished Airing,0
32252,Japonese,Comedy,0
32253,Ama Gli Animali,UNKNOWN,0
