anime_id,Name,Genres,prediction
The Babysitter follows the Helljumpers,Orbital Drop Shock Troopers who are sent behind enemy lines to perform an assassination.,,0
The Duel features the tale of an ancient Arbiter who refused to bow down to the Covenant religion. Branded a heretic,he must now face the consequences of his actions.,,0
The Package depicts a group of Spartans,including the Master Chief,,0
Origins shows Master Chief and Cortana stranded following the events of Halo 3,with Cortana summarizing the fall of the Forerunners,,0
Homecoming centers on the Spartan Daisy,who reminisces on her past,,0
Prototype is viewed from the perspective of Marine Sergeant Ghost,who is determined to fight for all he is worth in order to make up for past grievances.,,0
Odd One Out is a non-canon parody of Halo featuring Spartan 1337,"who suffers from extremely bad luck.\"",UNKNOWN,0
6868,Wansa-kun,Comedy,0
6872,Cyborg 009,"Action, Adventure, Drama, Sci-Fi",0
6875,Iron Man,"Action, Drama",1
In Lab 23 in Japan,great strides have been taken to develop,and,0
6877,Pokemon: Bokutachi Pichu Brothers - Party wa Oosawagi! no Maki,"Adventure, Comedy, Fantasy",0
A half-hour long anime show,broken into five short segments,each on its own channel.,0
"(Source: Wikipedia)\"",Special,Finished Airing,0
6878,Usavich Special,"Adventure, Comedy",0
"(Source: AnimeDB)\"",Special,Finished Airing,0
6880,Deadman Wonderland,"Action, Horror, Sci-Fi, Supernatural",1
But Ganta's nightmare is only just beginning.,,,0
The young protagonist is thrown into a world of sadistic inmates and enigmatic powers,to live in constant fear of the lethal collar placed around his neck that is slowed only by winning in the prison's deathly games. Ganta must bet his life to survive in a ruthless place where it isn't always easy to tell friend from foe,12.0,0
6882,Hatsukoi Limited.: Gentei Shoujo,"Comedy, Ecchi",1
6883,Umi Monogatari: Anata ga Ite Kureta Koto - Shinjiau Kokoro,"Comedy, Fantasy, Supernatural",0
One year after the events of the main series,the girls have moved on. Kanon has decided on her future occupation and wants to go into oceanography.,,0
Meanwhile in the sea,Marin and her group find a lost sea cow separated from its mother.,,0
"Can the girls help reunite the baby sea cow with her mother?\"",Special,Finished Airing,0
6884,Ookami to Koushinryou II: Holo no Short Anime,Fantasy,0
6885,Sora no Manimani Specials,"Comedy, Slice of Life",0
Episode 1: Summer Memories (Vol. 1),,,0
Episode 2: The Meteor Distance (Vol. 3),,,0
Episode 3: Twinkle Star (Vol. 5),,,0
"Note: Music video specials are not included in the entry as they don't contain any new scenes.\"",Special,Finished Airing,0
6889,Time Bokan Series: Zenderman,"Action, Adventure, Comedy, Sci-Fi",1
"(Source: Wikipedia)\"",TV,Finished Airing,0
6890,Ontama!,"Comedy, Slice of Life",1
"(Source: ANN)\"",ONA,Finished Airing,0
6891,Soukan Yuugi 2,Hentai,1
"(Source: ErogeShop)\"",OVA,Finished Airing,0
6892,Yokorenbo: Immoral Mother,Hentai,1
"(Source: Saishuu)\"",OVA,Finished Airing,0
6893,Oni Chichi,Hentai,1
Unable to resist the beauty of adolescent girls' bodies,Akizuki prepares a powerful aphrodisiac and uses it on Airi. Intoxicated with the drug,,0
Satisfied with the drug's irresistible effect,Kouzou proceeds to utilize it further,"Oct 30, 2009 to May 28, 2010",0
6895,Hakuouki,"Action, Drama, Supernatural",1
However,once she reveals the name of her father,"as well as political tension in Kyoto.\"",0
6896,Pandora Hearts Omake,Comedy,0
6899,Stitch! Itazura Alien no Daibouken,"Adventure, Comedy, Sci-Fi",0
6900,Tamagotchi!,Comedy,0
"(Source: ANN)\"",TV,Finished Airing,0
6901,Battle Spirits: Shounen Gekiha Dan,Adventure,0
Upon his arrival,Dan is immediately thrust into a conflict between the kingdom's imperial army and its oppressed natives. There,,0
With the name of the Clash King gaining fame throughout Grand Rolo,"secrets that lurk within the shadows of the kingdom's colonial past begin to surface. Only time will tell if Dan's campaign will affect the world on a scale much larger than he ever could have imagined.\"",fall 2009,0
6902,Saikyou Bushouden: Sangoku Engi,UNKNOWN,0
Lui Bei embarks on a journey to quell the chaos that plagues his homeland,bringing with him his sworn brothers,52.0,0
6903,Prima Donna Mai,Hentai,1
"(Source: AniDB)\"",OVA,Finished Airing,0
6904,Hellsing: Digest for Freaks,"Action, Horror, Supernatural",0
6907,Mikan-Seijin,Comedy,0
6909,Jungle Taitei: Yuuki ga Mirai wo Kaeru,Adventure,0
"The animals that live in this \"\"neo-jungle\"\" have an easy life. Leo",son of Panja,but Leo vows that some day he will be.,0
Kenichi,son of the Eternal Earth company's CEO,,0
"(Source: kimbawlion.com/2009.htm)\"",Special,Finished Airing,0
6917,Tsuideni Tonchinkan,Comedy,0
A gang decides to play at burglary without the knowledge of their schoolmates,each masquerading at different times as the master thief Tonchinkan.,,0
"(Source: ANN)\"",TV,Finished Airing,0
6918,Wolverine,Action,1
6919,X-Men,"Action, Drama",0
"(Source: Marvel)\"",TV,Finished Airing,0
6920,Blade,"Action, Drama, Horror",0
"(Source: ANN)\"",TV,Finished Airing,0
6922,Fate/stay night Movie: Unlimited Blade Works,"Action, Fantasy, Supernatural",1
Discovering that one of her acquaintances,Shirou Emiya,"her goal remains the same: to win the all-powerful relic that can fulfill the wishes of those who are victorious after the war—the Holy Grail.\"",0
6927,Higashi no Eden: Air Communication,"Mystery, Romance, Sci-Fi, Suspense",0
6930,Doraemon Movie 29: Shin Nobita no Uchuu Kaitakushi,"Adventure, Comedy, Fantasy",1
6932,Kemono to Chat,Comedy,1
"(Source: Anime-Planet)\"",OVA,Finished Airing,0
6935,Enkinhou no Hako: Hakase no Sagashimono,Slice of Life,1
"(Source: yamamura-animation.jp)\"",Movie,Finished Airing,0
6937,Hermes: Ai wa Kaze no Gotoku,"Drama, Fantasy",1
"The first title in the series of anime films by the Happy Science cult.\"",Movie,Finished Airing,0
6939,Eien no Hou,"Fantasy, Sci-Fi",1
"(Source: ANN)\"",Movie,Finished Airing,0
6941,Toriko: Jump Super Anime Tour 2009 Special,"Action, Adventure, Comedy, Gourmet",0
In a world where the taste and texture of food is extremely important,there exist individuals known as Bishoku-ya (luxury food providers) who specialize in the acquisition of rare ingredients and animals. Toriko is one of these hunters and it is his dream to find the most precious foods in the world and create the ultimate dinner course. As one of the most skilled hunters in the world he is regularly hired by restaurants and the rich to seek out new ingredients and rare animals.,,0
A man with inhuman ability,he utilizes his incredible strength and knowledge of the animal kingdom to capture ferocious,"travels with him to improve his culinary skills and find rare ingredients.\"",0
6942,Marine Snow no Densetsu,Sci-Fi,0
"(Source: Senscritique)\"",Special,Finished Airing,0
6945,Gintama: Shiroyasha Koutan,"Action, Comedy, Sci-Fi",0
"It's a trailer of an imaginary Gintama movie. Gintama OVA shown at Jump Anime Tour '05 is also included in the DVD.\"",Special,Finished Airing,0
6946,Mudazumo Naki Kaikaku: The Legend of Koizumi,Comedy,0
6947,Uchurei!,"Comedy, Sci-Fi, Slice of Life",1
"(Source: ANN)\"",TV,Finished Airing,0
6948,Bakemonogatari Recap,"Mystery, Romance, Supernatural",0
6950,Aos,"Avant Garde, Fantasy",0
6951,Yu☆Gi☆Oh! Movie: Chou Yuugou! Toki wo Koeta Kizuna,Adventure,1
Yuusei and Jaden agree to pursue Paradox,which leads them to the past and causes a meeting with the King of Games,supposedly killing both Pegasus and Yuugi's grandpa,0
"(Source: Wikipedia)\"",Movie,Finished Airing,0
6953,Ningen Doubutsuen,Avant Garde,0
6954,Kara no Kyoukai Movie 8: Shuushou,Mystery,1
6956,Working!!,Comedy,1
Powered by an eccentric cast,Working!! is a unique workplace comedy that follows the never-dull happenings within the walls of Wagnaria as Takanashi and his co-workers' quirky personalities combine to create non-stop antics,13.0,0
6958,Hyakko Extra,"Comedy, Gourmet",1
"(Source: AniDB)\"",OVA,Finished Airing,0
6959,GA: Geijutsuka Art Design Class: Aozora ga Kakitai,"Comedy, Slice of Life",0
6964,Yuu☆Yuu☆Hakusho Picture Drama,"Action, Comedy",0
"The problem is how to get Hiei to do the same.\"",Special,Finished Airing,0
6965,Kaiketsu Zorori: Mahoutsukai no Deshi/Dai Kaizoku no Takara Sagashi,"Adventure, Comedy",0
"(Source: AniDB)\"",Movie,Finished Airing,0
6970,Choujin Sentai Baratack,"Adventure, Sci-Fi",1
The Professor's second son,American football player Yuuji,,0
The four young people watching him were Mark,Dickey,,0
Baratack could only move by combining the powers of Yuuji and the other four acting as one. When all five,including the astonished Yuuji,,0
"(Source: Official Website)\"",TV,Finished Airing,0
6971,Gegege no Kitarou (1971),"Adventure, Supernatural",0
6973,Senkou no Night Raid,Action,1
"(Source: Sentai Filmworks)\"",TV,Finished Airing,0
6974,Seikimatsu Occult Gakuin,"Comedy, Mystery, Sci-Fi, Supernatural",1
In order to find the Nostradamus Key,time agents were provided with specially created cell phones. When a user finds an object of interest,if the subject is not the Nostradamus Key,0
"(Source: Wikipedia)\"",TV,Finished Airing,0
6975,Koro no Dai Sanpo,Adventure,1
6978,Kyoufu Densetsu Kaiki! Frankenstein,"Drama, Horror, Sci-Fi",1
6979,Shukufuku no Campanella,"Adventure, Fantasy",0
6980,Kaidan Restaurant,"Horror, Mystery, Supernatural",0
6981,Super Zugan,Comedy,0
"(Source: Giant Bomb)\"",TV,Finished Airing,0
6984,Hidamari Sketch x 365 Specials,"Comedy, Slice of Life",0
6985,Buddha Saitan,"Romance, Supernatural",1
"(Source: ANN)\"",Movie,Finished Airing,0
6986,Kansen: Inyoku no Rensa,Hentai,1
"(Source: Forum post by Baldo)\"",OVA,Finished Airing,0
6987,Aki-Sora,"Romance, Erotica",0
What began as an encounter with Aki in the bath led to a startling realization for Sora: he is in love with her. But while Sora is hesitant about his forbidden feelings,Aki confesses that she has always loved him. With their affections out in the open,"Dec 18, 2009",0
6988,Doraemon Movie 30: Nobita no Ningyo Daikaisen,"Adventure, Comedy, Fantasy",1
"(Source: ANN)\"",Movie,Finished Airing,0
6989,Uchuu Ace,"Action, Adventure, Sci-Fi",1
6992,Hoshi ni Negai wo: Fantastic Cat,"Adventure, Sci-Fi",0
Planet Magracia is a center for commerce with busy space traffic. A girl named Lilly is intrigued by an enigmatic new girl in her school. She's the same age as Lilly but mature compared to other students in her class. Regarded aloof,she hasn't made any friend yet,,0
Lilly can only watch her from distance,hoping for an opportunity to talk to her. Then one day,1.0,0
6993,Koneko no Rakugaki,Comedy,0
6994,Koneko no Studio,Comedy,0
6999,Tennis no Ouji-sama: Another Story - Kako to Mirai no Message Specials,Comedy,0
Hyoutei Academy's Yuushi Oshitari is fed up with being the unfunny one in his daily life. He sets out to rectify this by getting himself into an idiotic situation,but his tennis club teammates do not seem to understand what he is doing.,,0
Aru Hi no Oshitari 2,,,0
Even though he is supposed to be the humorous one,"Kenya Oshitari is concerned that his recent \"\"manzai\"\" jokes have not been landing. Luckily for him",Special,0
7004,Shin Calimero,Comedy,0
7014,Tezuka Osamu no Buddha: Akai Sabaku yo! Utsukushiku,"Drama, Supernatural",1
Meanwhile,young Chapra suffers the injustice of the rigid caste system. When Kosala army marches on Kapilavastu,,0
As the young Siddhartha grows,he is taught everything he needs to know to inherit the throne. However,1.0,0
7016,Senjou no Valkyria: SenVal Theater,Comedy,0
7017,K-On!: Ura-On!,Comedy,0
7020,Fashion,"Avant Garde, Comedy",0
7021,Ni-hiki no Sanma,"Award Winning, Comedy",0
7022,G-senjou no Higeki,"Avant Garde, Comedy",0
7024,Heya,"Avant Garde, Award Winning, Comedy",0
7025,Kiseichuu no Ichiya,"Avant Garde, Horror",0
7026,Mado,Comedy,0
7027,Manga,Comedy,0
7028,Pop,Comedy,0
7029,Tonari no Yarou,Comedy,0
"Experimental short animation from 1965 from pioneer Yoji Kuri.\"",Movie,Finished Airing,0
7030,Kemeko no Love,Comedy,0
7031,Satsujinkyou Jidai,Fantasy,0
"Two versions exist. The original monochrome version that is 13 min. And the edited international colour version that is 9 min.\"",Movie,Finished Airing,0
7032,Kitte no Gensou,Comedy,0
7041,Seto no Hanayome OVA Specials,Comedy,0
7044,Zan Sayonara Zetsubou Sensei Bangaichi,Comedy,0
7045,Doraemon Movie 21: Nobita no Taiyou Ou Densetsu,"Adventure, Comedy, Fantasy",1
"(Source: ANN)\"",Movie,Finished Airing,0
7048,Crush Gear Nitro,Sports,0
One day,"a sudden chance came to him and he got the legendary crush gear which look similer to the one that was used by Kouya Marino and finally he can go and paticipate in his own crush gear fight with his friends and foe!!\"",winter 2003,0
7052,Shinshuu Sudama-hen,Action,0
"(Source: AniDB)\"",OVA,Finished Airing,0
7053,Fault!!,Hentai,1
7054,Kaichou wa Maid-sama!,"Comedy, Romance",1
One day,after hearing a girl cry in the hallway,,0
Unexpectedly,Misaki soon runs into Usui again,"will Usui still be able to keep the president's secret?\"",0
7058,Uragiri wa Boku no Namae wo Shitteiru,"Adventure, Boys Love, Drama, Fantasy",1
One foggy night,Yuki's life is saved by a beautiful man with silver eyes and jet black hair—a man he has never met before yet seems familiar. With the arrival of this mysterious stranger,,0
Uragiri wa Boku no Namae wo Shitteiru tells the story of a teenage boy as he discovers who he is and where he comes from—all while making friends,experiencing betrayal,"Apr 12, 2010 to Sep 20, 2010",0
7059,Black★Rock Shooter (OVA),"Action, Drama",1
However,when the two enter their second year,the former best friends drift apart so much so that Mato cannot find Yomi anywhere,0
Elsewhere,Black★Rock Shooter is on a quest to vanquish the Dead Master. These two,OVA,0
7060,Ring of Gundam,Sci-Fi,1
"(Source: ANN)\"",Special,Finished Airing,0
7062,Hidamari Sketch x ☆☆☆,"Comedy, Slice of Life",1
"(Source: Sentai Filmworks)\"",TV,Finished Airing,0
7066,Mahoromatic: Tadaima Okaeri,"Comedy, Romance, Sci-Fi, Ecchi",1
7071,Shoujouji no Tanuki-bayashi,UNKNOWN,0
7079,Ookamikakushi,"Action, Horror, Mystery, Supernatural",1
Hiroshi is told that the missing townsfolk have simply moved away or suddenly transferred,but he can't shake the feeling that something is wrong. Meanwhile,TV,0
7081,Danball Senki,Action,1
Four years later,"a boy named Yamano Ban who loves to play with LBX (although without a mecha himself) is given a case containing the model AX-00 by a mysterious woman. He is told that he now holds the hopes and despairs of mankind in his hands.\"",spring 2011,0
7082,Shugo Chara! Party!,"Comedy, Fantasy",1
One of the Apprentices they take on is Rikka Hiiragi,a spunky and upbeat girl who is capable of communicating with X Eggs. As the Guardians have not been able to speak with these Eggs previously,25.0,0
7083,Hakushaku to Yousei Specials,"Adventure, Fantasy",0
7088,Ichiban Ushiro no Daimaou,"Action, Comedy, Fantasy, Ecchi",1
As word of his destiny spreads,the school begins to fear him,ranging from bringing him to justice to simply showering him with love. With his newly awakened powers,0
7090,Madou King Granzort: Saigo no Magical Taisen,"Action, Comedy, Fantasy, Sci-Fi",5
7092,Shoujo Fight: Norainu-tachi no Odekake,"Comedy, Sports",1
"The sixth manga volume will have a \"\"special edition\"\" that will ship with the anime DVD on October 23. Nihonbashi herself is writing the script for the anime","and Prodution I.G is animating it.\"",UNKNOWN,0
7103,Miracle☆Train: Oedo-sen e Youkoso,Fantasy,0
The first version of the Miracle Train project focused on the stations of the central Chuo line,while the new anime and related stories deal with the Oedo subway line. As a result,Izayoi Tsukishima,0
7106,Ougon Senshi Gold Lightan,"Action, Adventure, Sci-Fi",1
7108,Shikabane Hime: Puchitto,Comedy,0
7109,Gyouten Ningen Batsealer,"Action, Adventure, Fantasy",1
7110,Shounen Maid Kuuro-kun: Tenshi no Uta,"Boys Love, Hentai",1
To the young boy's utmost surprise,his new owner turns out to be a benevolent master who seems to have no intention of punishing him for his father's sins. Instead,OVA,0
7112,Ginga Tetsudou no Yoru: Fantasy Railroad in the Stars,"Drama, Fantasy, Mystery",0
Based on a story written in the early 20th century,KAGAYA,,0
The starry sky is depicted as the Celestial Field made up of a river,a field of silver grasses,railway signals and more. Across this amazing beautiful scenery,0
7113,30th Gundam Perfect Mission,Sci-Fi,0
"(Source: Gundam Wikia)\"",OVA,Finished Airing,0
7117,Pika Don,Drama,0
"(Source: flickerfest.com.au)\"",Movie,Finished Airing,0
7122,Dai Yamato Zero-gou,Sci-Fi,1
This story starts in the year 3199,when a mighty enemy attacks the Milky Way from a neighbouring galaxy. The enemy engages the combined forces of the Milky Way,,0
The remaining Milky Way Alliance forces are reduced to just six fleets. After the Alliance headquarters is destroyed,and when the collapse of the central Milky Way Alliance is imminent,"Mar 31, 2004 to Jun 15, 2007",0
7124,Madou King Granzort: Bouken-hen,"Action, Comedy, Fantasy, Sci-Fi",5
7135,Mahou Sensei Negima! Movie: Anime Final,"Adventure, Supernatural",0
7139,Gdleen,"Fantasy, Sci-Fi",1
Will they all be able to escape? And what is the true identity of the being calling itself Gavana?,,,0
"(Source: Translated from gdleen.hatsune.cc)\"",OVA,Finished Airing,0
7144,Uchuu Senkan Yamato: Fukkatsu-hen,"Action, Adventure, Drama",1
"(Source: FUNimation)\"",Movie,Finished Airing,0
7148,Ladies versus Butlers!,"Comedy, Romance, Ecchi",1
7152,Anyamal Tantei Kiruminzoo,Comedy,1
7154,SM no Susume,Hentai,2
7155,Beat Shot!!,Sports,0
"(Source: AniDB)\"",OVA,Finished Airing,0
7156,Arei no Kagami: Way to the Virgin Space,"Action, Adventure, Sci-Fi",1
"(Source: Wikipedia)\"",Movie,Finished Airing,0
7157,Dr. Slump Movie 07: Arale-chan N-cha! Penguin Mura yori Ai wo Komete,"Comedy, Sci-Fi",1
"(Source: ANN)\"",Movie,Finished Airing,0
7158,Dr. Slump Movie 09: Arale-chan N-cha!! Wakuwaku Hot no Natsuyasumi,"Comedy, Sci-Fi",0
"(Source: BakaBT)\"",Movie,Finished Airing,0
7160,Yoroshiku Mechadock,"Action, Comedy, Mystery",0
7162,Yaruki Manman,"Comedy, Hentai",1
But while being on the sex training he must not ejaculate in front of any of the women. When he comes,"he’ll lose his heir. The hot Japanese geishas make it very difficult to hold on until the end. Will he finish his training?\"",UNKNOWN,0
7164,Catman Specials,"Comedy, Fantasy, Slice of Life",0
7169,Ibarahime Mata wa Nemurihime,"Award Winning, Drama",1
7170,Kataku,Supernatural,1
"(Source: Karlovy Vary International Film Festival)\"",Movie,Finished Airing,0
7171,Oni,"Award Winning, Supernatural",1
"(Source: kviff.com)\"",Movie,Finished Airing,0
7174,Usaru-san,UNKNOWN,0
"(Source: AniDB)\"",Special,Finished Airing,0
7175,Himitsukessha Taka no Tsume Countdown,Comedy,0
7176,Cheburashka Arere?,"Comedy, Slice of Life",0
7177,Gokyoudai Monogatari,Comedy,1
Yuki Matsuoka will voice the sister Onei Jinushi,"and Yumiko Kobayashi will play her twin brother Junichirō Jinushi. Sayaka Ohara will play the local restaurant waitress Shizuka.\"",fall 2009,0
7178,Tony's Heroine Series: Kanojo wa Hanayome Kouhosei? Cinderella Collection,Hentai,1
7179,Makai Tenshi Djibril 3,"Fantasy, Supernatural, Hentai",1
"(Source: Himeya Shop)\"",OVA,Finished Airing,0
7189,Kotatsu Neko (TV),Comedy,0
"(Source: ANN)\"",TV,Finished Airing,0
7192,Choujikuu Romanesque Samy: Missing 99,"Action, Sci-Fi",1
"(Source: BakaBT)\"",OVA,Finished Airing,0
7193,Aoi Bungaku Series,"Drama, Suspense",0
2. Sakura no Mori no Mankai no Shita,,,0
3. Kokoro,,,0
4. Hashire,Melos!,,0
5. Kumo no Ito,,,0
"6. Jigokuhen\"",TV,Finished Airing,0
7211,Rose O'Neill Kewpie,Comedy,0
"(Source: ANN)\"",TV,Finished Airing,0
7216,Sekai Douwa Anime Zenshuu,"Adventure, Fantasy",0
7222,Macross F Movie 2: Sayonara no Tsubasa,"Action, Award Winning, Romance, Sci-Fi",0
7229,Black Jack ONA,Drama,1
"(Source: ANN)\"",ONA,Finished Airing,0
7230,Hoshi ni Negai wo: Cold Body + Warm Heart,"Adventure, Sci-Fi",1
"(Source: AniDB)\"",ONA,Finished Airing,0
7243,Suisei,"Avant Garde, Comedy",0
"(Source: Yamamura Animation)\"",Movie,Finished Airing,0
7244,Hyakka Zukan,Comedy,0
7245,Sekai Meisaku Douwa: Wow! Maerchen Oukoku,Fantasy,0
Only 21 stories were broadcast,"with the last five being released on VHS.\"",spring 1995,0
7247,Naked Wolves,"Action, Comedy, Sports",1
7248,Top wo Nerae! Gunbuster Specials,UNKNOWN,0
7252,Grick no Bouken,"Adventure, Drama, Fantasy",1
7254,Harukanaru Toki no Naka de 3: Owarinaki Unmei,"Action, Fantasy, Supernatural",1
7255,Hanaori,Comedy,1
"(Source: AniDB)\"",Movie,Finished Airing,0
7257,Shijin no Shougai,"Award Winning, Drama, Fantasy",0
7258,Tabi,Fantasy,1
(The poem in the film is by Su Tong-Po,a famous Chinese poet),,0
"-AniDB\"",Movie,Finished Airing,0
7259,Kenju Giga,UNKNOWN,0
"-AniDB\"",Movie,Finished Airing,0
7261,Mameshiba,Comedy,0
7262,Kagirohi: Shaku Kei,Hentai,1
Ajisai,Kaede,,0
"(Source: ErogeShop)\"",OVA,Finished Airing,0
7264,Onmyouji Ayakashi no Megami: Inran Jubaku,"Girls Love, Hentai",1
7265,Kara no Shoujo,"Mystery, Hentai",1
"(Source: Himeya Shop)\"",OVA,Finished Airing,0
7266,Binkan Athlete,Hentai,1
7268,Diabolus: Kikoku,Hentai,1
"(Source: ANN)\"",OVA,Finished Airing,0
7270,Kidou Senshi Gundam 00 Special Edition,"Action, Drama, Sci-Fi",0
7273,Nido to Mezamenu Komori Uta,"Avant Garde, Drama",0
7276,Natsumushi The Animation,Hentai,0
"(Source: ANN)\"",OVA,Finished Airing,0
7279,TO,"Action, Drama, Sci-Fi",0
Fifteen years after its last contact with our world,a space freighter known as the Flying Dutchman requests permission to dock at a remote moon base. This mysterious ship carries liquid protons: a power source essential to the survival of Earth’s population. But before the precious cargo can be delivered,,0
Symbiotic Planet:,,,0
Against a backdrop of intergalactic colonization and bizarre alien life forms,Aon and Elena – star-crossed lovers from rival countries competing for valuable natural resources – struggle to build a life together despite the objections of their superiors. Their budding romance is thwarted by an outbreak of alien fungus and the interference of a cutthroat militaristic madman.  To survive,,0
"(Source: Funimation)\"",OVA,Finished Airing,0
7285,Ginga Tetsudou 999: Diamond Ring no Kanata e,"Adventure, Drama, Sci-Fi",1
Now it's 2035,another total solar eclipse is expected in Japan,,0
"(Source: AniDB)\"",Movie,Finished Airing,0
7290,Cyborg 009: Kaijuu Sensou,"Action, Adventure, Sci-Fi",1
"(Source: upp.so-net.ne.jp)\"",Movie,Finished Airing,0
7294,Licca-chan Fushigi na Mahou no Ring,"Adventure, Fantasy",0
7295,Koi Tsubomi,Fantasy,0
7296,Michi (2004),UNKNOWN,0
7303,Detective Conan: Black History,"Adventure, Comedy, Mystery",0
